file,text,trigger,mention text (just a few words around the trigger),paragraph,sentiment,aspect,opinion words,notes,,,,
12151874.txt,The farmers in the Debi-Tiguette irrigation scheme as the pilot area of large irrigation area have received technical guidance on appropriate farming practices .,,,"The farmers in the Debi-Tiguette irrigation scheme as the pilot area of large irrigation area have received technical guidance on appropriate farming practices. Almost all farmers have obtained loan from CNCAS through SV/GIE to which they belonged, and used recommended amount of input. However, PAPRIZ found through the monitoring of farming practices of the farmers in the scheme that input has not brought about expected yield increase, and that inappropriate farming practices hampered such enhancement of productivity and benefit. PAPRIZ provided training programs to the farmers to show them how to improve the farming techniques to enhance yield and profit.",,,,,,,,
2013_Colen_RiceSenegalValuechains.txt,"Problems related to improving quality seem not to be insurmountable , as they are not inherent to the country or the production system as such .",,,"The first challenge is how to produce the quality and type of rice that urban consumers want to buy. Problems related to improving quality seem not to be insurmountable, as they are not inherent to the country or the production system as such. Rather the main problems are due to poor processing, which does not conform to consumer preferences. Currently the largest share of local production passes through small informal mills at the village level, which are unable to sort the rice mechanically or to remove foreign matter. Policies should stimulate private investments in improved processing and sorting of rice. Another way to improve quality is to speed up the drying process of paddy rice. Due to poor storage facilities, rice often is not dried quickly enough, which reduces quality or may even cause the rice to rot.",,,,,,,,
2013_Colen_RiceSenegalValuechains.txt,"Rather the main problems are due to poor processing , which does not conform to consumer preferences .",,,"The first challenge is how to produce the quality and type of rice that urban consumers want to buy. Problems related to improving quality seem not to be insurmountable, as they are not inherent to the country or the production system as such. Rather the main problems are due to poor processing, which does not conform to consumer preferences. Currently the largest share of local production passes through small informal mills at the village level, which are unable to sort the rice mechanically or to remove foreign matter. Policies should stimulate private investments in improved processing and sorting of rice. Another way to improve quality is to speed up the drying process of paddy rice. Due to poor storage facilities, rice often is not dried quickly enough, which reduces quality or may even cause the rice to rot.",,,,,,,,
"Clavel, Verger, Guetat pour HaL copy.txt","So the clear political outcome of our study was that the vision of irrigated rice cultivation , initially designed to ‘ valorize ’ the Senegal Middle River valley potential , operated a ‘ flood marginalization ’ far from the vision of all local actors , whether male or female .",,,"The first goal of our research was, following Pohl and Hirsch Adorn (2008), to enlighten and promote what is perceived to be the common good by the actors, which relates to the value system shared by the Senegal Middle River people. To insure a correct instruction of the multi-dimensional inquiry considering the limited resources, the diverse participants in the DIVA study have endeavored to multiply interactions and mediation to primarily establish links of confidence, to be able to reliably put into perspective the case-specific knowledge gained. So the clear political outcome of our study was that the vision of irrigated rice cultivation, initially designed to ‘valorize’ the Senegal Middle River valley potential, operated a ‘flood marginalization’ far from the vision of all local actors, whether male or female. In this regard, pollution and food problems have already been anticipated for almost 20 years by a committee of researchers and local actors in this area (Adams, 2000; Bruckmann, 2018). However, the public authorities and donors have not taken these warnings into account by adopting an economic development approach where the river is disconnected from its flood and ignoring food traditions, cultural and agri-food function of floods. Our results, deeply locally situated, show the growing negative impacts on the expansion of irrigated intensive rice cultivation on biodiversity, traditional knowledge and nutrition. The ethical dimension of the TD and gendered DIVA study, despite its geographical limitations, consisted in giving value to the heritage and memory of local actors in their quest for food and cultural sovereignty. Women farmers of diverse status have expressed this attachment while at the same time stressing their concern for the disappearance of cultural, agriculture and food habits.",,,,,,,,
"Clavel, Verger, Guetat pour HaL copy.txt","To insure a correct instruction of the multi-dimensional inquiry considering the limited resources , the diverse participants in the DIVA study have endeavored to multiply interactions and mediation to primarily establish links of confidence , to be able to reliably put into perspective the case-specific knowledge gained .",,,"The first goal of our research was, following Pohl and Hirsch Adorn (2008), to enlighten and promote what is perceived to be the common good by the actors, which relates to the value system shared by the Senegal Middle River people. To insure a correct instruction of the multi-dimensional inquiry considering the limited resources, the diverse participants in the DIVA study have endeavored to multiply interactions and mediation to primarily establish links of confidence, to be able to reliably put into perspective the case-specific knowledge gained. So the clear political outcome of our study was that the vision of irrigated rice cultivation, initially designed to ‘valorize’ the Senegal Middle River valley potential, operated a ‘flood marginalization’ far from the vision of all local actors, whether male or female. In this regard, pollution and food problems have already been anticipated for almost 20 years by a committee of researchers and local actors in this area (Adams, 2000; Bruckmann, 2018). However, the public authorities and donors have not taken these warnings into account by adopting an economic development approach where the river is disconnected from its flood and ignoring food traditions, cultural and agri-food function of floods. Our results, deeply locally situated, show the growing negative impacts on the expansion of irrigated intensive rice cultivation on biodiversity, traditional knowledge and nutrition. The ethical dimension of the TD and gendered DIVA study, despite its geographical limitations, consisted in giving value to the heritage and memory of local actors in their quest for food and cultural sovereignty. Women farmers of diverse status have expressed this attachment while at the same time stressing their concern for the disappearance of cultural, agriculture and food habits.",,,,,,,,
1-s2.0-S0306919217307443-main.txt,The first instrument is producers ’ perception of credit uncertainty .,,,"The first instrument is producers’ perception of credit uncertainty. Uncertainty is a source of transaction costs and leads to the implementation of vertical coordination mechanisms such as contract farming (Barrett et al., 2012). Producers’ perceived credit uncertainty was measured using a Likert scale ranging from zero to six in terms of the interviewee’s degree of agreement with the following statement: “The household has the ability to fund rice growing with a credit”. Zero expressed complete agreement and six non-agreement.",,,,,,,,
1-s2.0-S0306919217307443-main.txt,"Uncertainty is a source of transaction costs and leads to the implementation of vertical coordination mechanisms such as contract farming ( Barrett et al ., 2012 ) .",,,"The first instrument is producers’ perception of credit uncertainty. Uncertainty is a source of transaction costs and leads to the implementation of vertical coordination mechanisms such as contract farming (Barrett et al., 2012). Producers’ perceived credit uncertainty was measured using a Likert scale ranging from zero to six in terms of the interviewee’s degree of agreement with the following statement: “The household has the ability to fund rice growing with a credit”. Zero expressed complete agreement and six non-agreement.",,,,,,,,
1-s2.0-S0306919217307443-main.txt,Zero expressed complete agreement and six non agreement                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        .,,,"The first instrument is producers’ perception of credit uncertainty. Uncertainty is a source of transaction costs and leads to the implementation of vertical coordination mechanisms such as contract farming (Barrett et al., 2012). Producers’ perceived credit uncertainty was measured using a Likert scale ranging from zero to six in terms of the interviewee’s degree of agreement with the following statement: “The household has the ability to fund rice growing with a credit”. Zero expressed complete agreement and six non-agreement.",,,,,,,,
GFSR_Senegal_Rice_VC_Analysis.txt,"Enhanced interaction among different actors can improve their appreciation for each other ’ s motivations and operational tactics , providing a strong foundation for win-win relationships to develop .",,,"The high level of risk endemic in the domestic rice sector seems to originate with the disengagement of the GoS from rice production and marketing. Farmers still expect most of their risk to be borne by other parties, while private-sector actors are reluctant to become entangled in lop-sided relationships where their risk is higher than their returns. Enhanced interaction among different actors can improve their appreciation for each other’s motivations and operational tactics, providing a strong foundation for win-win relationships to develop. Past efforts in other sectors have shown that buyer/seller events can provide the structure for this interaction to occur. These events may be more social in nature, for instance combined with local cultural events, or organized for more explicitly commercial purposes, such as a buying day or bourse. Thereafter, other interventions can help to provide the building blocks for ongoing risk sharing and management. Production planning among farmers is a critical starting point for them to negotiate and deliver on longer-term contracts. Strategic alliances among producers, buyers or processors, and service providers can facilitate a range of forward contracting, embedded services and predictable inventory levels with acceptable levels of risk shared among all parties.",,,,,,,,
GFSR_Senegal_Rice_VC_Analysis.txt,Past efforts in other sectors have shown that buyer / seller events can provide the structure for this interaction to occur .,,,"The high level of risk endemic in the domestic rice sector seems to originate with the disengagement of the GoS from rice production and marketing. Farmers still expect most of their risk to be borne by other parties, while private-sector actors are reluctant to become entangled in lop-sided relationships where their risk is higher than their returns. Enhanced interaction among different actors can improve their appreciation for each other’s motivations and operational tactics, providing a strong foundation for win-win relationships to develop. Past efforts in other sectors have shown that buyer/seller events can provide the structure for this interaction to occur. These events may be more social in nature, for instance combined with local cultural events, or organized for more explicitly commercial purposes, such as a buying day or bourse. Thereafter, other interventions can help to provide the building blocks for ongoing risk sharing and management. Production planning among farmers is a critical starting point for them to negotiate and deliver on longer-term contracts. Strategic alliances among producers, buyers or processors, and service providers can facilitate a range of forward contracting, embedded services and predictable inventory levels with acceptable levels of risk shared among all parties.",,,,,,,,
GFSR_Senegal_Rice_VC_Analysis.txt,The high level of risk endemic in the domestic rice sector seems to originate with the disengagement of the GoS from rice production and marketing .,,,"The high level of risk endemic in the domestic rice sector seems to originate with the disengagement of the GoS from rice production and marketing. Farmers still expect most of their risk to be borne by other parties, while private-sector actors are reluctant to become entangled in lop-sided relationships where their risk is higher than their returns. Enhanced interaction among different actors can improve their appreciation for each other’s motivations and operational tactics, providing a strong foundation for win-win relationships to develop. Past efforts in other sectors have shown that buyer/seller events can provide the structure for this interaction to occur. These events may be more social in nature, for instance combined with local cultural events, or organized for more explicitly commercial purposes, such as a buying day or bourse. Thereafter, other interventions can help to provide the building blocks for ongoing risk sharing and management. Production planning among farmers is a critical starting point for them to negotiate and deliver on longer-term contracts. Strategic alliances among producers, buyers or processors, and service providers can facilitate a range of forward contracting, embedded services and predictable inventory levels with acceptable levels of risk shared among all parties.",,,,,,,,
"Clavel, Verger, Guetat pour HaL copy.txt","In addition , it was shown that the diet in Northern Senegal is mainly composed of cereals , roots , vegetables oils and sugar and , to a lesser extent , vegetables , legumes and animal products ( WFP , 2014 ) .",,,"The inhabitants of the middle and lower valleys, which remained isolated rural areas until the end of 1990s, have since changed their food habits by eating more rice instead of local cereals. The World Food Program showed that food insecurity in the Podor department was of concern with only 65% of households considered as food secure while the national prevalence is 83% (WFP, 2017). In addition, it was shown that the diet in Northern Senegal is mainly composed of cereals, roots, vegetables oils and sugar and, to a lesser extent, vegetables, legumes and animal products (WFP, 2014). While this survey seems to indicate an unbalanced diet, accurate data about the food quantities consumed by the household and the individuals are lacking.",,,,,,,,
"Clavel, Verger, Guetat pour HaL copy.txt","The inhabitants of the middle and lower valleys , which remained isolated rural areas until the end of 1990s , have since changed their food habits by eating more rice instead of local cereals .",,,"The inhabitants of the middle and lower valleys, which remained isolated rural areas until the end of 1990s, have since changed their food habits by eating more rice instead of local cereals. The World Food Program showed that food insecurity in the Podor department was of concern with only 65% of households considered as food secure while the national prevalence is 83% (WFP, 2017). In addition, it was shown that the diet in Northern Senegal is mainly composed of cereals, roots, vegetables oils and sugar and, to a lesser extent, vegetables, legumes and animal products (WFP, 2014). While this survey seems to indicate an unbalanced diet, accurate data about the food quantities consumed by the household and the individuals are lacking.",,,,,,,,
"Clavel, Verger, Guetat pour HaL copy.txt","While this survey seems to indicate an unbalanced diet , accurate data about the food quantities consumed by the household and the individuals are lacking .",,,"The inhabitants of the middle and lower valleys, which remained isolated rural areas until the end of 1990s, have since changed their food habits by eating more rice instead of local cereals. The World Food Program showed that food insecurity in the Podor department was of concern with only 65% of households considered as food secure while the national prevalence is 83% (WFP, 2017). In addition, it was shown that the diet in Northern Senegal is mainly composed of cereals, roots, vegetables oils and sugar and, to a lesser extent, vegetables, legumes and animal products (WFP, 2014). While this survey seems to indicate an unbalanced diet, accurate data about the food quantities consumed by the household and the individuals are lacking.",,,,,,,,
2012_Krupnik_RiceMgmtSRV.txt,"As such , they were pre-disposed to value farmer experimentation .",,,"The intensive, participatory approach detailed in the current study requires a ‘‘new professionalism’’ (sensu Pretty, 1995) that champions multidirectional exchanges of information between farmers, researchers and extension agents, and that avoids the pitfalls of technological positivism. However, extension agents involved in field research – even when adaptive – may find it difficult to escape from conceiving of themselves as conveyors of new technologies, rather than as facilitators of social-learning processes (Bentley et al., 2010). We were aware of these issues, and purposefully chose to work with Farmer Field School facilitators who had undergone training in interactive education and extension methodology (see van den Berg and Jiggins, 2007). As such, they were pre-disposed to value farmer experimentation. The graduation from ‘‘learning by doing’’ in the first season, to active experimentation in the second and third seasons, was therefore relatively straightforward. This process benefitted just as much from the institutional culture of the Farmer Field School system, which fostered appreciation for farmer-driven experimentation, as it did from the participatory research methods themselves (Van Mele et al., 2011).",,,,,,,,
2012_Krupnik_RiceMgmtSRV.txt,"The graduation from ‘ ‘ learning by doing ’ ’ in the first season , to active experimentation in the second and third seasons , was therefore relatively straightforward .",,,"The intensive, participatory approach detailed in the current study requires a ‘‘new professionalism’’ (sensu Pretty, 1995) that champions multidirectional exchanges of information between farmers, researchers and extension agents, and that avoids the pitfalls of technological positivism. However, extension agents involved in field research – even when adaptive – may find it difficult to escape from conceiving of themselves as conveyors of new technologies, rather than as facilitators of social-learning processes (Bentley et al., 2010). We were aware of these issues, and purposefully chose to work with Farmer Field School facilitators who had undergone training in interactive education and extension methodology (see van den Berg and Jiggins, 2007). As such, they were pre-disposed to value farmer experimentation. The graduation from ‘‘learning by doing’’ in the first season, to active experimentation in the second and third seasons, was therefore relatively straightforward. This process benefitted just as much from the institutional culture of the Farmer Field School system, which fostered appreciation for farmer-driven experimentation, as it did from the participatory research methods themselves (Van Mele et al., 2011).",,,,,,,,
2012_Krupnik_RiceMgmtSRV.txt,"The intensive , participatory approach detailed in the current study requires a ‘ ‘ new professionalism ’ ’ ( sensu Pretty , 1995 ) that champions multidirectional exchanges of information between farmers , researchers and extension agents , and that avoids the pitfalls of technological positivism .",,,"The intensive, participatory approach detailed in the current study requires a ‘‘new professionalism’’ (sensu Pretty, 1995) that champions multidirectional exchanges of information between farmers, researchers and extension agents, and that avoids the pitfalls of technological positivism. However, extension agents involved in field research – even when adaptive – may find it difficult to escape from conceiving of themselves as conveyors of new technologies, rather than as facilitators of social-learning processes (Bentley et al., 2010). We were aware of these issues, and purposefully chose to work with Farmer Field School facilitators who had undergone training in interactive education and extension methodology (see van den Berg and Jiggins, 2007). As such, they were pre-disposed to value farmer experimentation. The graduation from ‘‘learning by doing’’ in the first season, to active experimentation in the second and third seasons, was therefore relatively straightforward. This process benefitted just as much from the institutional culture of the Farmer Field School system, which fostered appreciation for farmer-driven experimentation, as it did from the participatory research methods themselves (Van Mele et al., 2011).",,,,,,,,
2012_Krupnik_RiceMgmtSRV.txt,"This process benefitted just as much from the institutional culture of the Farmer Field School system , which fostered appreciation for farmer-driven experimentation , as it did from the participatory research methods themselves ( Van Mele et al ., 2011 ) .",,,"The intensive, participatory approach detailed in the current study requires a ‘‘new professionalism’’ (sensu Pretty, 1995) that champions multidirectional exchanges of information between farmers, researchers and extension agents, and that avoids the pitfalls of technological positivism. However, extension agents involved in field research – even when adaptive – may find it difficult to escape from conceiving of themselves as conveyors of new technologies, rather than as facilitators of social-learning processes (Bentley et al., 2010). We were aware of these issues, and purposefully chose to work with Farmer Field School facilitators who had undergone training in interactive education and extension methodology (see van den Berg and Jiggins, 2007). As such, they were pre-disposed to value farmer experimentation. The graduation from ‘‘learning by doing’’ in the first season, to active experimentation in the second and third seasons, was therefore relatively straightforward. This process benefitted just as much from the institutional culture of the Farmer Field School system, which fostered appreciation for farmer-driven experimentation, as it did from the participatory research methods themselves (Van Mele et al., 2011).",,,,,,,,
2012_Krupnik_RiceMgmtSRV.txt,"We were aware of these issues , and purposefully chose to work with Farmer Field School facilitators who had undergone training in interactive education and extension methodology ( see van den Berg and Jiggins , 2007 ) .",,,"The intensive, participatory approach detailed in the current study requires a ‘‘new professionalism’’ (sensu Pretty, 1995) that champions multidirectional exchanges of information between farmers, researchers and extension agents, and that avoids the pitfalls of technological positivism. However, extension agents involved in field research – even when adaptive – may find it difficult to escape from conceiving of themselves as conveyors of new technologies, rather than as facilitators of social-learning processes (Bentley et al., 2010). We were aware of these issues, and purposefully chose to work with Farmer Field School facilitators who had undergone training in interactive education and extension methodology (see van den Berg and Jiggins, 2007). As such, they were pre-disposed to value farmer experimentation. The graduation from ‘‘learning by doing’’ in the first season, to active experimentation in the second and third seasons, was therefore relatively straightforward. This process benefitted just as much from the institutional culture of the Farmer Field School system, which fostered appreciation for farmer-driven experimentation, as it did from the participatory research methods themselves (Van Mele et al., 2011).",,,,,,,,
25845863.txt,"In particular , it has been greatly used in the conditions have the facility size modern intelligent agriculture .",,,"The Internet of Things are perceived information technology, network transmission technology and the rapid development of new technologies such as high degree of integration on the basis of a new kind of came into integrated information application technology in recent years, which is growing at an unprecedented rate for social, economic and human life fields, known as a new industrial revolution [1]. The date of birth of The Internet of Things, it is applied to the synchronization among industry and other aspects of agriculture. In particular, it has been greatly used in the conditions have the facility size modern intelligent agriculture. This is because the Internet of Things technology can establish a full range of intelligent automatic detection system on the agricultural environment, especially in the crop growth environment temperature, humidity, light, temperature, and other agricultural crops status information, automatic acquisition, detection and other functions[2-8]. Compared to other crops, greater domestic demand for rice, the country's rice planting area is great. Therefore, we consider the establishment of a set Study on early warning system of rice disease based on IOT, to achieve real-time acquisition of rice growth environment detection and data processing functions such warning. So as to achieve rice production, and promote the province's agricultural production aimed at the development of the information age.",,,,,,,,
25845863.txt,"The date of birth of The Internet of Things , it is applied to the synchronization among industry and other aspects of agriculture .",,,"The Internet of Things are perceived information technology, network transmission technology and the rapid development of new technologies such as high degree of integration on the basis of a new kind of came into integrated information application technology in recent years, which is growing at an unprecedented rate for social, economic and human life fields, known as a new industrial revolution [1]. The date of birth of The Internet of Things, it is applied to the synchronization among industry and other aspects of agriculture. In particular, it has been greatly used in the conditions have the facility size modern intelligent agriculture. This is because the Internet of Things technology can establish a full range of intelligent automatic detection system on the agricultural environment, especially in the crop growth environment temperature, humidity, light, temperature, and other agricultural crops status information, automatic acquisition, detection and other functions[2-8]. Compared to other crops, greater domestic demand for rice, the country's rice planting area is great. Therefore, we consider the establishment of a set Study on early warning system of rice disease based on IOT, to achieve real-time acquisition of rice growth environment detection and data processing functions such warning. So as to achieve rice production, and promote the province's agricultural production aimed at the development of the information age.",,,,,,,,
valueChain2_Gemmill-Herren.txt,"In addition , some interdependencies might not have been included in the model due to lack of data or other kind of evidence concerning that specific causal relationship .",,,"The long-term nature of the projections that we analyse implies a series of limitations for the results that we produce. First, policy responses to the prevailing issues in rice have been articulated by diverse stakeholders, but each has contributed from their personal knowledge, not through an elaborate multistakeholder process that should precede the confirmation and adoption of policies. Second, all the simulation results should not be taken as precise forecasts, but rather as indications of trends and policy impacts obtained under a precise set of assumptions. Those projections are useful to learn about the general causal relations, the unintended and unexpected side-effects, the impeding and counteracting factors for improvement to support the development of coherent and effective strategies for development. Third, the model is formulated at a high level of aggregation and focuses on the representation of the interlinkages between the different sectors. On the one hand that means that also in the agricultural sector, we analyse policies and effects from an aggregated perspective. On the other hand, this aggregation and macro perspective allows us to assess the intersectoral effects, dependencies and impacts. In a subsequent stage of the policy process these results should inform the use of sectorial models and other more detailed planning tools. Fourth, there are factors and causalities that are not integrated in the model. These are the results of a balancing act, in which we aim at integrating the main relevant links without including too many factors that would impede adopting a macro-perspective. In addition, some interdependencies might not have been included in the model due to lack of data or other kind of evidence concerning that specific causal relationship. Finally, our model is implemented at the national level and does not account for diversity at the sub-national level, which should be considered for successful implementation.",,,,,,,,
valueChain2_Gemmill-Herren.txt,"These are the results of a balancing act , in which we aim at integrating the main relevant links without including too many factors that would impede adopting a macro-perspective .",,,"The long-term nature of the projections that we analyse implies a series of limitations for the results that we produce. First, policy responses to the prevailing issues in rice have been articulated by diverse stakeholders, but each has contributed from their personal knowledge, not through an elaborate multistakeholder process that should precede the confirmation and adoption of policies. Second, all the simulation results should not be taken as precise forecasts, but rather as indications of trends and policy impacts obtained under a precise set of assumptions. Those projections are useful to learn about the general causal relations, the unintended and unexpected side-effects, the impeding and counteracting factors for improvement to support the development of coherent and effective strategies for development. Third, the model is formulated at a high level of aggregation and focuses on the representation of the interlinkages between the different sectors. On the one hand that means that also in the agricultural sector, we analyse policies and effects from an aggregated perspective. On the other hand, this aggregation and macro perspective allows us to assess the intersectoral effects, dependencies and impacts. In a subsequent stage of the policy process these results should inform the use of sectorial models and other more detailed planning tools. Fourth, there are factors and causalities that are not integrated in the model. These are the results of a balancing act, in which we aim at integrating the main relevant links without including too many factors that would impede adopting a macro-perspective. In addition, some interdependencies might not have been included in the model due to lack of data or other kind of evidence concerning that specific causal relationship. Finally, our model is implemented at the national level and does not account for diversity at the sub-national level, which should be considered for successful implementation.",,,,,,,,
1-s2.0-S0378429000000666-main.txt,"Average internal ef ® ciencies of N were close to the optimal value of 68 kg grain per kg plant N ( Witt et al ., 1999 ) indicating balanced nutrition .",,,"The major knowledge gaps and socio-economic constraints to the adoption of new technologies have been described for irrigated rice in sub-Saharan Africa (Wopereis et al., 1999; Haefele et al., 2000), and similar management constraints were encountered in the present study. The observed deviations from optimal timing were smaller, which may have been caused by the in¯uence of the recommended practices being applied on the neighboring T1, T2 and T3 plots. Low TP yields can partly be attributed to sub-optimal and highly variable N doses, lack of P fertilization on S .M . H a efele et a l./F ield C ro p s R esea rch 6 6 (2 0 0 0 ) 1 0 1 ± 1 1 3 1 0 9 P de®cient soils, sub-optimal timing of N and P applications and high weed pressure. Average internal ef®ciencies of N were close to the optimal value of 68 kg grain per kg plant N (Witt et al., 1999) indicating balanced nutrition. The new fertilizer recommendations seem therefore adequate, even though they are based on average regional soil fertility evaluations, provided they are accompanied with good weed management practices. Further improvements can be expected if ®eld speci®c information on indigenous soil fertility would become available.",,,,,,,,
1-s2.0-S0378429000000666-main.txt,"The new fertilizer recommendations seem therefore adequate , even though they are based on average regional soil fertility evaluations , provided they are accompanied with good weed management practices .",,,"The major knowledge gaps and socio-economic constraints to the adoption of new technologies have been described for irrigated rice in sub-Saharan Africa (Wopereis et al., 1999; Haefele et al., 2000), and similar management constraints were encountered in the present study. The observed deviations from optimal timing were smaller, which may have been caused by the in¯uence of the recommended practices being applied on the neighboring T1, T2 and T3 plots. Low TP yields can partly be attributed to sub-optimal and highly variable N doses, lack of P fertilization on S .M . H a efele et a l./F ield C ro p s R esea rch 6 6 (2 0 0 0 ) 1 0 1 ± 1 1 3 1 0 9 P de®cient soils, sub-optimal timing of N and P applications and high weed pressure. Average internal ef®ciencies of N were close to the optimal value of 68 kg grain per kg plant N (Witt et al., 1999) indicating balanced nutrition. The new fertilizer recommendations seem therefore adequate, even though they are based on average regional soil fertility evaluations, provided they are accompanied with good weed management practices. Further improvements can be expected if ®eld speci®c information on indigenous soil fertility would become available.",,,,,,,,
GFSR_Senegal_Rice_VC_Analysis.txt,"With decades of intensive GLOBAL FOOD SECURITY RESPONSE CASE STUDY : SENEGAL 21 governmental support , these producers have achieved high levels of production knowledge , skills and practices that generate consistently high yields and marketable surpluses .",,,"The majority of irrigated rice smallholders demonstrate a similar orientation towards subsistence behaviors. The main difference, however, is the uniformly high level of upgrading that has already occurred. With decades of intensive GLOBAL FOOD SECURITY RESPONSE CASE STUDY: SENEGAL 21 governmental support, these producers have achieved high levels of production knowledge, skills and practices that generate consistently high yields and marketable surpluses. Yet their commercial incentives are aligned towards minimizing risk at the expense of realizing maximum revenues and win-win relationships with private buyers. They are likely to invest in better commercial strategies if they can find new ways of managing risk, both within their household and within their farming enterprise, that are consistent with the risk-sharing motivations of the private sector.",,,,,,,,
GFSR_Senegal_Rice_VC_Analysis.txt,Yet their commercial incentives are aligned towards minimizing risk at the expense of realizing maximum revenues and win-win relationships with private buyers .,,,"The majority of irrigated rice smallholders demonstrate a similar orientation towards subsistence behaviors. The main difference, however, is the uniformly high level of upgrading that has already occurred. With decades of intensive GLOBAL FOOD SECURITY RESPONSE CASE STUDY: SENEGAL 21 governmental support, these producers have achieved high levels of production knowledge, skills and practices that generate consistently high yields and marketable surpluses. Yet their commercial incentives are aligned towards minimizing risk at the expense of realizing maximum revenues and win-win relationships with private buyers. They are likely to invest in better commercial strategies if they can find new ways of managing risk, both within their household and within their farming enterprise, that are consistent with the risk-sharing motivations of the private sector.",,,,,,,,
GFSR_Senegal_Rice_VC_Analysis.txt,"With decades of intensive governmental support , these producers have achieved high levels of production knowledge , skills and practices that generate consistently high yields and marketable surpluses .",,,"The majority of irrigated rice smallholders demonstrate a similar orientation towards subsistence behaviors. The main difference, however, is the uniformly high level of upgrading that has already occurred. With decades of intensive governmental support, these producers have achieved high levels of production knowledge, skills and practices that generate consistently high yields and marketable surpluses. Yet their commercial incentives are aligned towards minimizing risk at the expense of realizing maximum revenues and win-win relationships with private buyers. They are likely to invest in better commercial strategies if they can find new ways of managing risk, both within their household and within their farming enterprise, that are consistent with the risk-sharing motivations of the private sector.",,,,,,,,
GFSR_Senegal_Rice_VC_Analysis.txt,Yet their commercial incentives are aligned towards minimizing risk at the expense of realizing maximum revenues and win-win relationships with private buyers .,,,"The majority of irrigated rice smallholders demonstrate a similar orientation towards subsistence behaviors. The main difference, however, is the uniformly high level of upgrading that has already occurred. With decades of intensive governmental support, these producers have achieved high levels of production knowledge, skills and practices that generate consistently high yields and marketable surpluses. Yet their commercial incentives are aligned towards minimizing risk at the expense of realizing maximum revenues and win-win relationships with private buyers. They are likely to invest in better commercial strategies if they can find new ways of managing risk, both within their household and within their farming enterprise, that are consistent with the risk-sharing motivations of the private sector.",,,,,,,,
1-s2.0-S2212096314000035-main.txt,"In Bacfassagal , no negative impacts were estimated for 1966 , which was the wettest among all years used in the simulation , during which both seasonal and dekadal forecast Figure A1 .",,,"The nature of the predicted rainy season together with the skills of both seasonal and dekadal forecasts seem to be factors shaping forecast effects. Fig. 6a shows the variation across the different years considered in the simulation exercises (1960, 1966, and 1985 in Bacfassagal and 1977, 1979, and 1992 in Paoskoto). In Bacfassagal, no negative impacts were estimated for 1966, which was the wettest among all years used in the simulation, during which both seasonal and dekadal forecast Figure A1. Standardized index of annual cumulate rainfall (for years 1950–2010) for Diourbel (top) and Nioro du Rip (bottom). performed well (Fig. 6b). On the contrary, no positive impacts were registered in 1985, which was a dry year, with a very low skill for the dekadal forecast (only 1 of the first 6 dekads was correctly predicted). The inaccurate forecasts for those early dekads led farmers to postpone sowing dates to mid-July, to avoid predicted dry spells. This meant that crops only reached filling and maturation stages in mid-September, when rains are less frequent, exposing crops to water deficits that resulted in yield reduction. Year 1977 is also of interest, as the impacts are rather positive although this is a dry year with an uncertain forecast. As detailed in Table 3, farmers used an accurate dekadal forecast predicting a dry spell to postpone sowing.",,,,,,,,
1-s2.0-S2212096314000035-main.txt,Standardized index of annual cumulate rainfall ( for years 1950 – 2010 ) for Diourbel ( top ) and Nioro du Rip ( bottom ) .,,,"The nature of the predicted rainy season together with the skills of both seasonal and dekadal forecasts seem to be factors shaping forecast effects. Fig. 6a shows the variation across the different years considered in the simulation exercises (1960, 1966, and 1985 in Bacfassagal and 1977, 1979, and 1992 in Paoskoto). In Bacfassagal, no negative impacts were estimated for 1966, which was the wettest among all years used in the simulation, during which both seasonal and dekadal forecast Figure A1. Standardized index of annual cumulate rainfall (for years 1950–2010) for Diourbel (top) and Nioro du Rip (bottom). performed well (Fig. 6b). On the contrary, no positive impacts were registered in 1985, which was a dry year, with a very low skill for the dekadal forecast (only 1 of the first 6 dekads was correctly predicted). The inaccurate forecasts for those early dekads led farmers to postpone sowing dates to mid-July, to avoid predicted dry spells. This meant that crops only reached filling and maturation stages in mid-September, when rains are less frequent, exposing crops to water deficits that resulted in yield reduction. Year 1977 is also of interest, as the impacts are rather positive although this is a dry year with an uncertain forecast. As detailed in Table 3, farmers used an accurate dekadal forecast predicting a dry spell to postpone sowing.",,,,,,,,
